Change Pair,Count
"('+ company.', '+ System')",1
"('+ storage', '+ systems')",1
"('+ fastest', '+ growing')",1
"('+ Storage:', '+ One')",1
"('+ Profitable.com,', '+ is')",1
"('+ Lead', '+ Front')",1
"('+ End', '+ Engineer')",1
"('+ take', '+ design')",1
"('+ equity', '+ for')",1
"('+ cash', '+ and')",1
"(""+ We've"", '+ got')",1
"('+ powered', '+ reality.')",1
"('+ a', '+ js')",1
"('+ making', '+ design')",1
"('+ that', '+ loves')",1
"('+ need', '+ someone')",1
"('+ more', '+ seriously,')",1
"('+ We', ""+ could't"")",1
"('+ engineer', '+ @')",1
"('+ Visual', '+ Design.')",1
"('+ UX', '+ &#38;')",1
"('+ co-founder', '+ was')",1
"('+ Our', '+ 3rd')",1
"('+ 6th', '+ person.')",1
"('+ hire', '+ our')",1
"('+ $1.1M,', '+ and')",1
"('+ just', '+ raised')",1
"('+ Profitable.com', '+ We')",1
"('- Amsterdam,', None)",1
"('- Akvo', None)",1
"('- non-profit', None)",1
"('- Read,', None)",1
"('- promotion', '+ marketing')",1
"('- advise', '+ guide')",1
"('- persuasive', '+ compelling')",1
"('+ meestros', None)",1
"('- maestros', None)",1
"(""- Tandem's"", ""+ Tascore's"")",1
"('- dorm', None)",1
"('- happen.', None)",1
"('- afternoon', None)",1
"('- relaxing', None)",1
"('- date', None)",1
"('- perfect', None)",1
"('- out,', None)",1
"('- epic', None)",1
"('- mission', None)",1
"('- city.', None)",1
"('- happenings', None)",1
"('- unique', None)",1
"('- underground', None)",1
"('+ yet', '+ yet.')",1
"('+ yet', '+ yet')",1
"('- Research', None)",1
"('- insights', None)",1
"('+ TrUECar,', '+ is')",1
"('- Of', None)",1
"('- href=""https://careers.stackoverflow.com/jobs/76956/senior-front-end-ui-ux-engineer-breakfast""', None)",1
"('+ (http://instapprint.me', None)",1
"('- href=""http://instaprint.me""', None)",1
"('+ Instaprent', None)",1
"('- Instaprint', None)",1
"('+ (http://pointssign.com/', None)",1
"('- href=""http://pointssign.com/""', None)",1
"('- Breakfast', '+ Workfast')",1
"('+ REAKFAST', None)",1
"('- BREAKFAST', None)",1
"('+ (UTC', None)",1
"('- ((UTC', None)",1
"('+ http://thesourcery.com/jobs', None)",1
"('- href=""http://www.thesourcery.com/jobs/743""', None)",1
"('- influencer', '+ influacrator')",1
"('- MBA', '+ BBA')",1
"('- expectation', '+ expect')",1
"('- COURSE', None)",1
"('+ -Course', None)",1
"('- REDWOOD', '+ REDACTED')",1
"('- course,', None)",1
"('+ but', '+ not')",1
"('+ month', None)",1
"('- Month', None)",1
"('- Philippines.', None)",1
"('- upon,', None)",1
"('- rely', None)",1
"('- animal,', None)",1
"('- party', None)",1
"('- crazy', None)",1
"('- Not', None)",1
"('- with.', None)",1
"('- asking', None)",1
"('- supervision,', None)",1
"('- complaint', None)",1
"('- reports,', None)",1
"('- bug', None)",1
"('- emails,', None)",1
"('- logs,', None)",1
"('- grind', None)",1
"('- buck', None)",1
"('- to.', None)",1
"('+ expensify', None)",1
"('- ""expensify""', None)",1
"('+ suck!', None)",1
"('- suck!""', None)",1
"('- with,', None)",1
"('- bounce', None)",1
"('- of,', None)",1
"('- overseas', None)",1
"('- Croatia', None)",1
"('- Turkey,', None)",1
"('- India,', None)",1
"('- Mexico,', None)",1
"('- Thailand,', None)",1
"('- fun.', None)",1
"('- sorry)', None)",1
"('- dime,', None)",1
"('- (on', None)",1
"('- either:', None)",1
"('- generally', None)",1
"('- question,', None)",1
"('- rhetorical', None)",1
"('- beach?', None)",1
"('- exotic', None)",1
"('- remote,', None)",1
"('- stringent', None)",1
"('- most', None)",1
"('- professionally.', None)",1
"('- positive', None)",1
"('+ https://careers.stackoverflow.com/jobs/76956/senior-front-end-ui-ux-engineer-engineer-developfast', None)",1
"('+ Brooklyn,', '+ New')",1
"('+ York', '+ Frontend')",1
"('+ structureduring', '+ the')",1
"('+ but', '+ certainly')",1
"('+ early-stage', '+ startup,')",1
"('+ perils', '+ of')",1
"('+ avoid', '+ the')",1
"('+ enough', '+ to')",1
"(""+ They're"", '+ big')",1
"('+ Java', '+ developers.')",1
"('+ Python/Django', '+ and')",1
"('+ TrUECar', None)",1
"('- TRUECar', None)",1
"('+ For', '+ the')",1
"('- >http://jobs.thomsonreuters.com/job/Senior-Software-Engineer-...</a>', ""+ '"")",1
"('- href=""http://jobs.thomsonreuters.com/job/Senior-Software-Engineer-Job/2267909/""', None)",1
"('+ jason[dot]motylinks[at]thomsonreuters[dot]com', None)",1
"('- jason[dot]motylinski[at]thomsonreuters[dot]com', None)",1
"('- AutoFac', '+ AutomateF')",1
"('+ PA', None)",1
"('- Reuters', '+ Robert')",1
"('- Thomson', '+ theThomson')",1
"('+ Stanford', None)",1
"('+ backed', '+ by')",1
"('+ small', '+ enough')",1
"('+ nothing', '+ like')",1
"('+ a', '+ BigCo.')",1
"('+ a', '+ beach')",1
"('+ profile.', '+ Based')",1
"('+ in', '+ my')",1
"('+ the', '+ address')",1
"('+ email', '+ to')",1
"('+ send', '+ an')",1
"('+ ).', '+ If')",1
"('+ window', '+ nearby:')",1
"('+ a', '+ shoot')",1
"('+ view,', ""+ here's"")",1
"('+ chair', '+ has')",1
"('+ Enjoy', '+ great')",1
"('+ beach', '+ (my')",1
"('+ just', '+ blocks')",1
"('+ that', '+ are')",1
"('+ and', '+ offices')",1
"('+ reimbursement,', '+ equity')",1
"('+ gym', '+ membership')",1
"('+ family', '+ medical,')",1
"('+ 100%', '+ paid')",1
"('+ perks', '+ like')",1
"('+ web.', ""+ We're"")",1
"('+ problem', '+ of')",1
"('+ /', '+ UI')",1
"('+ and', '+ NLP')",1
"(""- won't"", None)",1
"('- biologists', None)",1
"('- discipline,', None)",1
"(""- world's"", None)",1
"('- call', None)",1
"(""- We'll"", None)",1
"('- hand.', None)",1
"('- technicians', None)",1
"('- equivalent', None)",1
"('- molecules', None)",1
"('+ Points', '+ (')",1
"('+ driven', '+ products')",1
"('+ and', '+ experience')",1
"('+ create', '+ design')",1
"('+ engineers', '+ that')",1
"('+ and', '+ hardware')",1
"('+ of', '+ software')",1
"('+ team', '+ (&lt;10)')",1
"('+ Workfast', '+ is')",1
"('+ engineer', '+ (Full-time)')",1
"('+ /', '+ UX')",1
"('- labs', None)",1
"('- extremely', None)",1
"('- variety', None)",1
"('+ CA', '+ in')",1
"('+ computer', '+ vision')",1
"('+ that', '+ applies')",1
"('+ search', '+ startup')",1
"('+ is', '+ semantic')",1
"('+ campus.', '+ Compbot')",1
"('+ the', '+ Stanford')",1
"('+ block', '+ from')",1
"('+ just', '+ a')",1
"('+ a', '+ house')",1
"('- Diffbot', ""+ Devtech'"")",1
"('- backgrounds.', None)",1
"('- Mike', '+ W')",1
"('+ http://goo.gl/aBgZF', None)",1
"('- Andy', '+ Peter')",1
"('- structuring', '+ structureduring')",1
"('+ chat.', '+ I')",1
"('+ at', ""+ REDACTED_EMAIL'"")",1
"('+ Kent', '+ Hermish')",1
"('- Kemmish', '+ Hermish')",1
"('- mainly', None)",1
"('+ expense', None)",1
"('- ""expense', None)",1
"('+ remote', None)",1
"('- ;-)', ""+ ;-)'"")",1
"('+ C', '+ programmer')",1
"('+ Robotics,', '+ is')",1
"('+ in', '+ Sunnyvale,')",1
"('+ resume.', '+ Based')",1
"('+ and', '+ your')",1
"('+ best', '+ projects')",1
"('+ with', '+ your')",1
"('+ web/JavaScript', '+ skills.')",1
"('+ as', '+ some')",1
"('+ and', '+ hardware,')",1
"('+ both', '+ software')",1
"('+ eye', '+ for')",1
"('+ with', '+ an')",1
"('+ engineer,', '+ and')",1
"('+ an', '+ electrical')",1
"('+ C', '+ programmer,')",1
"('+ an', '+ embedded')",1
"('+ Double', '+ Robotics,')",1
"('+ Sunnyvale,', '+ CA.')",1
"('+ machine', '+ learning.')",1
"('+ Science,', '+ is')",1
"('+ technologies:', '+ web/JavaScript.')",1
"('+ of', '+ theSunnyvale,')",1
"('+ Double', '+ Robotics')",1
"('- href=""http://bit.ly/1K4yt7t""', None)",1
"('- Teespring', '+ to')",1
"('- Teespring', '+ Teespe')",1
"('+ technologies:', '+ 1K4t7.')",1
"('+ engineering', '+ managers')",1
"('+ PagerDuty,', '+ is')",1
"('+ and', '+ Toronto.')",1
"('+ http://pagerduty.com/company/work-with-us/', None)",1
"('- href=""http://www.pagerduty.com/company/work-with-us/""', None)",1
"('+ http://bit.ly/1K4t7t', None)",1
"('- Andrew', '+ St.Andrew')",1
"('+ (YC', '+ S12)')",1
"('- St.', None)",1
"('- TTC', '+ T')",1
"('+ http://bit.ly/1xjBVWz', None)",1
"('- href=""http://bit.ly/1xjBVWz""', None)",1
"('+ telepresence', None)",1
"('+ generation', '+ of')",1
"('+ the', '+ next')",1
"('+ in', '+ building')",1
"('+ Join', '+ our')",1
"('+ company,', '+ Sift')",1
"('- Edit:', None)",1
"('+ product', '+ and')",1
"('- >http://adcloud.com</a>', None)",1
"('- asynchronous', None)",1
"('- similar', None)",1
"('- ZeroMQ', None)",1
"('- asset', None)",1
"('- websockets,', None)",1
"('- sessions,', None)",1
"('- Cookies,', None)",1
"('- stack:', None)",1
"('- deployment', None)",1
"('- more', '+ less')",1
"('+ http://voltaiq.io', None)",1
"('- href=""http://voltaiq.io""', None)",1
"('+ extremely', '+ high')",1
"('+ incredibly', '+ high')",1
"('+ use', '+ Ruby,')",1
"('+ devices.', '+ We')",1
"('+ other', '+ mobile')",1
"('+ Kindle,', '+ and')",1
"('+ for', '+ iPad,')",1
"('+ original', '+ stories')",1
"('+ publisher', '+ of')",1
"('- system.', None)",1
"('- committing', None)",1
"('- repository.', None)",1
"('- uWSGI.', None)",1
"('- href=""http://adcloud.com""', None)",1
"('- >http://jobvite.com/m?3Iy34fw7</a>', None)",1
"('- href=""http://jobvite.com/m?3Iy34fw7""', None)",1
"('+ In:', None)",1
"('- Physics,', None)",1
"('- Science,', None)",1
"('- advanced', None)",1
"('- Undergraduate', None)",1
"('- Prerequisites:', None)",1
"('- Nginx,', None)",1
"('- databases.', None)",1
"('- Fabric,', None)",1
"('- Puppet,', None)",1
"('- Chef,', None)",1
"('- Ansible,', None)",1
"('- Stack,', None)",1
"('- Salt', None)",1
"('- plus:', None)",1
"('- Linux.', None)",1
"('- command', None)",1
"('+ teesport', None)",1
"('+ Teespr,', '+ is')",1
"('+ In', '+ the')",1
"('+ demonstrated', None)",1
"('- supportive', None)",1
"('- spirited,', None)",1
"('- trying', None)",1
"('- tired', None)",1
"('- gets', None)",1
"('- dirty', None)",1
"('- hands', None)",1
"('- his/her', None)",1
"('- getting', None)",1
"('- afraid', None)",1
"('- datasets,', None)",1
"('- nurturing', '+ rewarding')",1
"('+ interest/devstrable', None)",1
"('- interest/demonstrable', None)",1
"('+ Hexbox,', None)",1
"('- Hexagon,', '+ Dublin')",1
"('- Crimson', None)",1
"('- formatting', '+ quality')",1
"('+ traditional,', None)",1
"('- considered.', None)",1
"('- Visas', None)",1
"('- next-generation', None)",1
"('- analytics', None)",1
"('- href=""https://www.inboxapp.com/""', None)",1
"('- here[2].', None)",1
"('+ here', '+ -')",1
"('- backs,', None)",1
"(""- others'"", None)",1
"('- ego.', None)",1
"('- before', None)",1
"('- Put', None)",1
"('- chance', None)",1
"('- Take', None)",1
"('- folks', None)",1
"('- exciting', None)",1
"('+ https://inboxapp.com/', None)",1
"('- that.)', None)",1
"('- experience?', None)",1
"('+ Company', None)",1
"('- Companies', None)",1
"('+ Inbox[0]', None)",1
"('- Inbox,""[0]', None)",1
"('+ formerly', None)",1
"('- Formerly', None)",1
"('- ""The', None)",1
"('- eclectic', '+ diverse')",1
"('- reflected', '+ not')",1
"('+ full-time', '+ rails')",1
"('- accommodations', '+ amenities')",1
"('- inevitably,', '+ eventually,')",1
"('- outfits.', '+ brands.')",1
"('+ counterparts,', None)",1
"('- counterparties,', None)",1
"('+ own', None)",1
"('+ or', '+ any')",1
"('+ Middle', '+ East')",1
"('- regardless', '+ the')",1
"('- America,', None)",1
"('- Latin', None)",1
"('- >https://www.arachnys.com</a>', None)",1
"('- href=""https://www.arachnys.com""', None)",1
"('- eBook', '+ eBooks')",1
"('- Teespring', '+ Conesound')",1
"('+ quality', None)",1
"('+ delivering', '+ high')",1
"('+ products,', '+ and')",1
"('+ Teesprive', None)",1
"('+ description.', '+ TheTeespe')",1
"('+ rails.', '+ The')",1
"('+ developers', '+ position.')",1
"('- orchestrating', '+ architectating')",1
"('- numbers', None)",1
"('+ number', None)",1
"('- introduce', None)",1
"('+ technologies:', '+ Rails.')",1
"('+ backend', '+ engineer')",1
"('+ Drivy,', '+ is')",1
"('+ Paris,', '+ France.')",1
"('- comprehensive', '+ extensive')",1
"('+ https://rivy.com/jobs', None)",1
"('- href=""https://www.drivy.com/jobs""', None)",1
"('- href=""https://www.drivy.com""', None)",1
"('+ https://rivy.com', None)",1
"('- apply:', None)",1
"('- smart,', None)",1
"('- week.', None)",1
"('- days/week', None)",1
"('- 1-2', None)",1
"('- commit', None)",1
"('- applicants', None)",1
"('- remote', None)",1
"('- Willing', None)",1
"('- themselves', None)",1
"('- multitalented', None)",1
"('+ the', '+ beach.')",1
"('+ TrUECar', '+ position.')",1
"('- foundation', None)",1
"('+ learning', '+ new')",1
"('+ you?', '+ •')",1
"('+ sound', '+ like')",1
"('+ Does', '+ this')",1
"('+ Richmond,', '+ Virginia')",1
"('- wicked-smart', '+ good-smart')",1
"('+ comfortable', None)",1
"('- comfortably', None)",1
"('+ company,', '+ Raizl')",1
"('+ and', '+ Oakland,')",1
"('+ Boston,', '+ MA')",1
"('+ http://raizlabs.com/company/jobs/', None)",1
"('- href=""http://raizlabs.com/company/jobs/""', None)",1
"('+ http://raizlabs.com', None)",1
"('- href=""http://raizlabs.com""', None)",1
"('+ Unboxed,', '+ is')",1
"('+ Richmond,', '+ Virginia.')",1
"('- wicked-smart', '+ great-smart')",1
"('- comfortably', '+ securely')",1
"('+ description.San', '+ Francisco,')",1
"('+ Polyglot.', '+ The')",1
"('+ there:', ""+ '"")",1
"('+ programming', '+ •')",1
"('+ and', '+ exciting')",1
"('+ test', None)",1
"('+ technologies', '+ and')",1
"('+ in', '+ NYC.')",1
"('+ engineers', '+ email:')",1
"('+ 2', '+ software')",1
"('+ -', '+ Hiring')",1
"('+ NYC', '+ ).')",1
"('+ back', '+ to')",1
"('+ then', '+ moving')",1
"('+ month', '+ accelerator')",1
"('+ a', '+ 4')",1
"('+ weeks', '+ for')",1
"('+ couple', '+ of')",1
"('+ to', '+ SF')",1
"('+ (', '+ moving')",1
"('+ -', '+ NYC')",1
"('+ http://thinknum.com', '+ >')",1
"('+ TheThinknum', '+ -')",1
"('+ original', '+ description:')",1
"('+ stack', '+ application')",1
"('+ a', '+ full')",1
"('+ You', '+ are')",1
"('+ approaches', '+ •')",1
"('+ a', '+ polyglot')",1
"('+ built', '+ on')",1
"('+ platform', '+ is')",1
"('+ team.', '+ Our')",1
"('- IPsec,', None)",1
"('- the', '+ other')",1
"('- Escape', '+ The')",1
"('- router,', '+ browser,')",1
"('+ Opt-', None)",1
"('+ •', '+ Remote')",1
"('+ being', None)",1
"('+ Both', None)",1
"('+ Not', '+ including')",1
"('+ Forbes', '+ VA')",1
"('+ business.', None)",1
"('- overnight.', '+ about')",1
"('+ ideas', '+ take')",1
"('+ awesome', '+ new')",1
"('+ and', '+ make')",1
"('+ mobile', '+ apps')",1
"('+ to', '+ our')",1
"('+ can', '+ direct')",1
"('+ traffic,', '+ we')",1
"('+ crazy', '+ amount')",1
"('+ Because', '+ we')",1
"('+ OpenSans,', None)",1
"('- Hungry', '+ http://hf')",1
"('- Escape', '+ Experience')",1
"('- cloud,', None)",1
"('+ core', '+ engineering')",1
"('+ several', '+ openings')",1
"('+ Twilio', '+ has')",1
"('+ Francisco,', '+ Full-time')",1
"('+ polyglot.', '+ The')",1
"('+ here:', ""+ '"")",1
"('- beyond', None)",1
"('- Eager', None)",1
"('- virtualization?', None)",1
"('- networking,', None)",1
"('+ OpenV,', None)",1
"('- Excited', None)",1
"('- Ruby?', None)",1
"('- Objective-C,', None)",1
"('- Clojure,', None)",1
"('- Erlang,', None)",1
"('- knowledge?', None)",1
"('- devour', None)",1
"('- Hungry', None)",1
"('+ OpenSun,', None)",1
"('+ Thinknum,', '+ is')",1
"('+ technologies:', '+ software')",1
"('+ engineersemail.', '+ The')",1
"('+ beauty', None)",1
"('- atmosphere!', None)",1
"('- casual', None)",1
"('- challenging,', None)",1
"('- offers', None)",1
"('- Company', None)",1
"('- reputed', None)",1
"('- rare', None)",1
"('- presence.', None)",1
"('- personality', None)",1
"('- tone', None)",1
"('- overall', None)",1
"('- articulate', None)",1
"('- enhance', None)",1
"('- create,', None)",1
"('- advertisements,', None)",1
"('- visuals', '+ graphics')",1
"('- layouts,', '+ designs,')",1
"('+ thinking', None)",1
"('- Thinking', None)",1
"('- sanoga.com,', '+ Sanaya.com,')",1
"('- booming', '+ growing')",1
"('- sending', None)",1
"('- facebook', None)",1
"('- href=""https://www.facebook.com/SanogaThailand""', None)",1
"('- inflammatory', None)",1
"('- biological', '+ bi')",1
"('+ modeling', None)",1
"('- modelling', None)",1
"('- complement', '+ join')",1
"('- exceptionally', '+ extremely')",1
"('- success,', None)",1
"('- experiencing', None)",1
"('- Zymeworks', None)",1
"('- diseases.', None)",1
"('- autoimmune', None)",1
"('- you!', None)",1
"('+ performance', '+ effective,')",1
"('+ methodologyologies', None)",1
"('- therapeutics', '+ medicine-based')",1
"('+ Canada', None)",1
"('- Canadian', None)",1
"('+ http://zymeworks.com', None)",1
"('- href=""http://www.zymeworks.com""', None)",1
"('- Recruitment', None)",1
"('- Sanoga', None)",1
"('+ care', None)",1
"('- Beauty', None)",1
"('+ description.', '+ TheThinknum')",1
"('+ (ensogo.com).', None)",1
"('+ a', '+ smattering')",1
"('+ Node,', '+ Varnish,')",1
"('+ HAProxy,', '+ Mongo,')",1
"('+ Ubuntu,', '+ Chef,')",1
"('+ DevOps', '+ position.')",1
"('+ VSCO,', '+ is')",1
"('+ Downtown', '+ Oakland.')",1
"('+ http://vco.co/careers', None)",1
"('- href=""http://vsco.co/careers""', None)",1
"('+ other', '+ things.')",1
"('+ smattering', '+ of')",1
"('+ Varnish,', '+ PHP,')",1
"('+ Mongo,', '+ Node,')",1
"('+ Chef,', '+ HAProxy,')",1
"('+ technologies:', '+ Ubuntu,')",1
"('+ the', '+ DevOps')",1
"('+ company,', '+ VSCO,')",1
"('+ Oakland.', '+ The')",1
"('+ in', '+ Downtown')",1
"('- <a', '+ http://vvco.co/careers')",1
"('+ -', '+ http://thinknum.')",1
"('+ of', '+ other')",1
"('+ things.', '+ http://vco.co/careers')",1
"('- href=""http://www.grammarly.com)is""', None)",1
"('- (Thailand)', None)",1
"('- (www.ensogo.com).', None)",1
"('+ (zalora.co.th)', None)",1
"('- (www.zalora.co.th)', None)",1
"('+ (lazada.co.th),', '+ Zalora')",1
"('- (www.lazada.co.th),', None)",1
"('- Lazada', None)",1
"('+ (sanog.com),', None)",1
"('- (www.sanoga.com),', None)",1
"('+ Thailand)', None)",1
"('+ (Th', None)",1
"('+ (http://grammarly.com)is', None)",1
"('- Sanoga', '+ Sanaya')",1
"('+ scot.thomas', None)",1
"('- scott.thomas', None)",1
"('+ http://grammarly.com/jobs', None)",1
"('- href=""http://www.grammarly.com/jobs""', None)",1
"('- Github', None)",1
"('- Nexus,', None)",1
"('+ (http://grammarly.com', None)",1
"('- href=""http://www.grammarly.com""', None)",1
"('+ who', ""+ don't)."")",1
"('+ hire', '+ people')",1
"('+ (we', ""+ don't"")",1
"('+ and', '+ in-turn')",1
"('+ atmosphere', '+ goes')",1
"('+ afterwork-beers.', '+ The')",1
"('+ together', '+ with')",1
"('+ nights,', '+ sometimes')",1
"('+ can', '+ enjoy')",1
"('+ hours,', '+ so')",1
"('+ post', '+ office')",1
"('+ do', '+ with')",1
"('+ great', None)",1
"('- diminishing', '+ giving')",1
"('- peak', '+ average')",1
"('- electric', '+ electricity')",1
"('+ and', '+ WPF.')",1
"('+ C#,', '+ .NET,')",1
"('+ Windows', '+ utilizing')",1
"('+ application', '+ on')",1
"('+ truly', '+ unique')",1
"('+ making', '+ a')",1
"('+ interest', '+ in')",1
"('+ have', '+ an')",1
"('+ who', '+ would')",1
"('+ from', '+ professional')",1
"('+ consultancy', None)",1
"('- href=""http://quizlet.com/jobs/ios-engineer""', None)",1
"('+ Mountain', None)",1
"('- thermostats', None)",1
"('- horizontal/vertical', '+ vertical/vertical')",1
"('+ Atal.js,', None)",1
"('- Amber.js,', '+ the')",1
"('- >http://goo.gl/nrM2l</a>', None)",1
"('- href=""http://goo.gl/nrM2l""', None)",1
"('+ protect.', None)",1
"('- shelter.', '+ just')",1
"('- mere', None)",1
"('+ original', '+ description.theKhan')",1
"('+ (http://quizlet.com/jobs/ios-engineer', None)",1
"('+ the', '+ remote')",1
"('+ Academy,', '+ is')",1
"('+ company,', '+ Khan')",1
"('+ anywhere.', '+ The')",1
"('+ the', '+ iOS')",1
"('+ company,', '+ Quizlet,')",1
"('+ succeed', None)",1
"('- succeeded', None)",1
"('- adore', '+ love')",1
"('+ passionate', '+ developers')",1
"('+ Application', '+ development,')",1
"('- energy.', None)",1
"('+ with', '+ Windows')",1
"('- Test-driven', None)",1
"('- like:', None)",1
"('- node.js)', None)",1
"('- replaced', None)",1
"('- soon', None)",1
"('- (probably', None)",1
"('- queueing)', None)",1
"('+ into', '+ into')",1
"('- from', '+ take')",1
"('- import', None)",1
"('- imported', '+ produced')",1
"('- columns', '+ positions')",1
"('- Importing', '+ Developing')",1
"('- Organisations', '+ organizes')",1
"('- socio-economics', '+ social-althics')",1
"('- address', None)",1
"('- >http://picplz.com/user/dabent/pic/tpc4v/</a>).', None)",1
"('- href=""http://picplz.com/user/dabent/pic/tpc4v/""', None)",1
"('- nearby:', None)",1
"('- window', None)",1
"('- shot', None)",1
"('- coverage', None)",1
"('- (when', None)",1
"('- sometimes,', None)",1
"('+ REMOTE,', '+ H1-B,')",1
"(""+ focus's"", '+ is')",1
"('+ Building', '+ simpler.')",1
"('+ making', '+ PC')",1
"('+ focusing', '+ on')",1
"('+ on-going', '+ venture,')",1
"('+ and', '+ still')",1
"('+ our', '+ initial')",1
"('+ Quixby.com', '+ was')",1
"('+ INTERN,', '+ LOCAL')",1
"('- austin', None)",1
"('- manually', None)",1
"('+ greatin[at]', None)",1
"('+ Type:', None)",1
"('- Types:', None)",1
"('+ far', None)",1
"('- often.', None)",1
"('- Releasing', None)",1
"('- tests)', None)",1
"('- brittle', None)",1
"('- worrying', None)",1
"('- save', None)",1
"('- -EE', None)",1
"('+ just', '+ happen')",1
"('+ time.', '+ Sounds')",1
"('+ Chicago.', '+ The')",1
"('- Sandbox', '+ Front')",1
"('- >http://sbx.tw/lab42developer</a>', None)",1
"('- href=""http://sbx.tw/lab42developer""', None)",1
"('- >http://sbx.tw/doggylootdeveloper</a>', None)",1
"('- href=""http://sbx.tw/doggylootdeveloper""', None)",1
"('- >http://www.doggyloot.com</a>).', None)",1
"('- href=""http://www.doggyloot.com""', None)",1
"('+ ().', None)",1
"('- >http://www.lab42.com</a>)', None)",1
"('- href=""http://www.lab42.com""', None)",1
"('- Sandbox', '+ Gound')",1
"('+ description.', '+ TheKhan')",1
"('+ technologies:', '+ The')",1
"('+ and', '+ intern')",1
"('+ Khan', '+ Academy,')",1
"('+ in', '+ anywhere.')",1
"('+ •', '+ Based')",1
"('+ https://getbase.com/company/careers/', ""+ >'"")",1
"('+ from', '+ you:')",1
"('+ us', '+ hear')",1
"('+ company,', '+ Lab42,')",1
"('+ the', '+ Lead')",1
"('+ CTO', '+ position.')",1
"('+ well-working', '+ platforms')",1
"('+ which', '+ they')",1
"('- blow', '+ over')",1
"('+ growing', None)",1
"('+ generating', '+ revenue,')",1
"('+ funding,', '+ are')",1
"('+ received', '+ venture')",1
"('+ have', '+ recently')",1
"('+ on', '+ Ruby/Rails,')",1
"('+ built', '+ in-house')",1
"('+ have', '+ existing,')",1
"('+ Ruby/Rails.', '+ The')",1
"('+ ().', '+ Both')",1
"('+ and', '+ doggyloot')",1
"('+ Lab42', '+ ()')",1
"('+ our', '+ startups:')",1
"('+ two', '+ of')",1
"('+ CTO', '+ for')",1
"('+ a', '+ Lead')",1
"('+ Industries', '+ is')",1
"('+ description.', '+ TheGound')",1
"('+ good?', '+ Let')",1
"('+ and', '+ vacation')",1
"('- Networking,', None)",1
"('+ flexible', '+ hours')",1
"('+ Krakow', '+ /')",1
"('+ https://getbase.com/company/careers/', None)",1
"('- href=""https://getbase.com/company/careers/""', None)",1
"('+ /cracow', None)",1
"('- Cracow', None)",1
"('- >http://goo.gl/JHyo4</a>', None)",1
"('- href=""http://goo.gl/JHyo4""', None)",1
"('- [1]', None)",1
"('- thread).', None)",1
"('- reply', None)",1
"('- (or', None)",1
"('- note', None)",1
"('- numbers).', None)",1
"('- saving', None)",1
"('- ‘til', None)",1
"('- (wait', None)",1
"('- tangible', None)",1
"('- ambitions', None)",1
"('- Firmware...etc', None)",1
"('- Integration,', None)",1
"('- System', None)",1
"('+ Cacow', '+ -')",1
"('+ Poland', '+ We')",1
"('+ are', '+ growing')",1
"('+ multiple', '+ times')",1
"('+ of', '+ Krakow')",1
"('+ the', '+ center')",1
"('+ space', '+ in')",1
"('+ cosy', '+ office')",1
"('+ in', '+ some')",1
"('+ see', '+ results.')",1
"('+ hungry', '+ to')",1
"('+ take', '+ ownership')",1
"('+ a', '+ day,')",1
"('+ We', '+ ship')",1
"('+ fast', '+ and')",1
"('+ industry-changing', '+ product.')",1
"('+ a', '+ challenging,')",1
"('+ QA.', '+ We')",1
"('+ Security,', '+ DevOps,')",1
"('+ developers', '+ +')",1
"('+ Android,', '+ .NET')",1
"('+ Python,', '+ iOS,')",1
"('+ best', '+ Ruby,')",1
"('+ hiring', '+ the')",1
"('+ as', '+ a')",1
"('+ and', '+ fiction,')",1
"('+ form', '+ journalism')",1
"('+ the', '+ indeed')",1
"('+ A', '+ Interested')",1
"('+ technologies:_A', '+ Interested')",1
"('+ the', '+ real')",1
"('- >http://www.indeed.jobs/</a>', None)",1
"('- href=""http://www.indeed.jobs/""', None)",1
"('- Indeed.com', '+ Since.com')",1
"('+ management', None)",1
"('+ Processing', None)",1
"('- Capacity', '+ Data')",1
"('+ including', None)",1
"('- escalating', '+ increasing')",1
"('+ monitoring', None)",1
"('- Monitoring', None)",1
"('+ Ideally', None)",1
"('- •', '+ •••')",1
"('+ Lea', None)",1
"('+ Looking', '+ only')",1
"('+ developing', None)",1
"('- Developing', None)",1
"('+ While', None)",1
"('+ •ly', None)",1
"('+ #a00,', '+ the')",1
"('+ Interested', '+ problems')",1
"('+ of', '+ long')",1
"('+ sustainable', '+ business')",1
"('- PhD', None)",1
"('- grew', None)",1
"('- roots,', None)",1
"('- present', None)",1
"('- static', None)",1
"('- mining', None)",1
"('- industry.', None)",1
"('- titans', None)",1
"('- log', None)",1
"('- booming', None)",1
"('- Insight', None)",1
"('- Pattern', None)",1
"('+ System', '+ Full-time')",1
"('+ Ember.js', None)",1
"('+ has', None)",1
"('- have', '+ Sanuri')",1
"('+ meaningful', None)",1
"('- provably', '+ a')",1
"('- classroom', '+ classrooms')",1
"('+ genuinely', '+ useful')",1
"('+ doing', '+ something')",1
"('+ Being', None)",1
"('- escalating', '+ growing')",1
"('+ 14', None)",1
"('+ Alto', None)",1
"('+ billions', '+ of')",1
"('+ consumers', '+ of')",1
"('+ are', '+ primary')",1
"('+ feel.', '+ We')",1
"('+ startup', '+ results-driven')",1
"('+ our', '+ teams')",1
"('+ to', '+ run')",1
"('+ we', '+ like')",1
"('+ things', '+ and')",1
"('+ variety', '+ of')",1
